AREA,area_name,OCC_CODE,occupation_name,OCC_TITLE,total_employment,hourly_mean_wage,annual_mean_wage,hourly_median_wage,annual_median_wage,wage_10th_percentile_annual,wage_25th_percentile_annual,wage_75th_percentile_annual,wage_90th_percentile_annual,data_year,collection_date,wage_category,labor_cost_level
27500,Janesville Msa,13-2011,Accountants,Accountants and Auditors,3135,31.06,64600,28.57,59432,41990,51680,80750,96900,2020,2025-06-27 19:46:15.044916,Middle,Moderate Cost
27500,Janesville Msa,15-1252,Software Developers,Software Developers,2137,38.82,80750,35.72,74290,52487,64600,100937,121125,2020,2025-06-27 19:46:15.044924,Middle,High Cost
27500,Janesville Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,26.49,55100,24.37,50692,35815,44080,68875,82650,2020,2025-06-27 19:46:15.044931,Middle,Moderate Cost
27500,Janesville Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,23.75,49400,21.85,45448,32110,39520,61750,74100,2020,2025-06-27 19:46:15.044939,Middle,Moderate Cost
43100,Sheboygan Msa,11-1021,General Managers,General and Operations Managers,3562,43.39,90250,39.92,83030,58662,72200,112812,135375,2020,2025-06-27 19:46:15.044948,High,High Cost
43100,Sheboygan Msa,11-9051,Food Service Managers,Food Service Managers,1140,23.75,49400,21.85,45448,32110,39520,61750,74100,2020,2025-06-27 19:46:15.044955,Middle,Moderate Cost
43100,Sheboygan Msa,11-9081,Retail Managers,Retail Sales Managers,1710,21.92,45600,20.17,41952,29640,36480,57000,68400,2020,2025-06-27 19:46:15.044963,Low-Middle,Moderate Cost
43100,Sheboygan Msa,11-9021,Construction Managers,Construction Managers,498,39.74,82650,36.56,76038,53722,66120,103312,123975,2020,2025-06-27 19:46:15.044970,High,High Cost
43100,Sheboygan Msa,29-1141,Registered Nurses,Registered Nurses,9262,33.34,69350,30.67,63802,45077,55480,86687,104025,2020,2025-06-27 19:46:15.044977,Middle,High Cost
43100,Sheboygan Msa,31-9092,Medical Assistants,Medical Assistants,2565,16.44,34200,15.13,31464,22230,27360,42750,51300,2020,2025-06-27 19:46:15.044985,Low-Middle,Low Cost
43100,Sheboygan Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,4987,12.79,26600,11.77,24472,17290,21280,33250,39900,2020,2025-06-27 19:46:15.044992,Low,Low Cost
43100,Sheboygan Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6412,11.42,23750,10.5,21850,15437,19000,29687,35625,2020,2025-06-27 19:46:15.044999,Low,Low Cost
43100,Sheboygan Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7410,10.96,22800,10.08,20976,14820,18240,28500,34200,2020,2025-06-27 19:46:15.045007,Low,Low Cost
43100,Sheboygan Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",3990,12.79,26600,11.77,24472,17290,21280,33250,39900,2020,2025-06-27 19:46:15.045015,Low,Low Cost
43100,Sheboygan Msa,35-3011,Bartenders,Bartenders,2137,11.88,24700,10.93,22724,16055,19760,30875,37050,2020,2025-06-27 19:46:15.045022,Low,Low Cost
43100,Sheboygan Msa,41-2031,Retail Salespersons,Retail Salespersons,12112,13.7,28500,12.61,26220,18525,22800,35625,42750,2020,2025-06-27 19:46:15.045030,Low-Middle,Low Cost
43100,Sheboygan Msa,41-2011,Cashiers,Cashiers,13537,10.96,22800,10.08,20976,14820,18240,28500,34200,2020,2025-06-27 19:46:15.045042,Low,Low Cost
43100,Sheboygan Msa,43-4051,Customer Service Reps,Customer Service Representatives,5985,16.44,34200,15.13,31464,22230,27360,42750,51300,2020,2025-06-27 19:46:15.045049,Low-Middle,Low Cost
43100,Sheboygan Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1211,14.62,30400,13.45,27968,19760,24320,38000,45600,2020,2025-06-27 19:46:15.045056,Low-Middle,Low Cost
43100,Sheboygan Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,783,17.36,36100,15.97,33212,23465,28880,45125,54150,2020,2025-06-27 19:46:15.045063,Low-Middle,Low Cost
43100,Sheboygan Msa,39-9011,Childcare Workers,Childcare Workers,3562,11.88,24700,10.93,22724,16055,19760,30875,37050,2020,2025-06-27 19:46:15.045073,Low,Low Cost
43100,Sheboygan Msa,47-2031,Carpenters,Carpenters,2565,23.75,49400,21.85,45448,32110,39520,61750,74100,2020,2025-06-27 19:46:15.045080,Middle,Moderate Cost
43100,Sheboygan Msa,47-2111,Electricians,Electricians,1710,28.32,58900,26.05,54188,38285,47120,73625,88350,2020,2025-06-27 19:46:15.045087,Middle,Moderate Cost
43100,Sheboygan Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1211,26.49,55100,24.37,50692,35815,44080,68875,82650,2020,2025-06-27 19:46:15.045094,Middle,Moderate Cost
43100,Sheboygan Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,1995,20.55,42750,18.91,39330,27787,34200,53437,64125,2020,2025-06-27 19:46:15.045101,Low-Middle,Moderate Cost
43100,Sheboygan Msa,13-2011,Accountants,Accountants and Auditors,3135,31.06,64600,28.57,59432,41990,51680,80750,96900,2020,2025-06-27 19:46:15.045107,Middle,Moderate Cost
43100,Sheboygan Msa,15-1252,Software Developers,Software Developers,2137,38.82,80750,35.72,74290,52487,64600,100937,121125,2020,2025-06-27 19:46:15.045116,Middle,High Cost
43100,Sheboygan Msa,13-1161,Marketing Specialists,Marketing Specialists,1710,26.49,55100,24.37,50692,35815,44080,68875,82650,2020,2025-06-27 19:46:15.045123,Middle,Moderate Cost
43100,Sheboygan Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1140,23.75,49400,21.85,45448,32110,39520,61750,74100,2020,2025-06-27 19:46:15.045130,Middle,Moderate Cost
5500000,Wisconsin State,11-1021,General Managers,General and Operations Managers,25000,47.04,97850,43.28,90022,63602,78280,122312,146775,2021,2025-06-27 19:46:17.051114,High,High Cost
5500000,Wisconsin State,11-9051,Food Service Managers,Food Service Managers,8000,25.62,53299,23.57,49035,34645,42640,66624,79949,2021,2025-06-27 19:46:17.051140,Middle,Moderate Cost
5500000,Wisconsin State,11-9081,Retail Managers,Retail Sales Managers,12000,23.54,48960,21.66,45043,31824,39168,61200,73440,2021,2025-06-27 19:46:17.051159,Middle,Moderate Cost
5500000,Wisconsin State,11-9021,Construction Managers,Construction Managers,3500,43.29,90045,39.83,82841,58529,72036,112556,135067,2021,2025-06-27 19:46:17.051178,High,High Cost
5500000,Wisconsin State,29-1141,Registered Nurses,Registered Nurses,65000,36.5,75920,33.58,69846,49348,60736,94900,113880,2021,2025-06-27 19:46:17.051201,Middle,High Cost
5500000,Wisconsin State,31-9092,Medical Assistants,Medical Assistants,18000,17.91,37260,16.48,34279,24219,29808,46575,55890,2021,2025-06-27 19:46:17.051222,Low-Middle,Low Cost
5500000,Wisconsin State,31-1121,Home Health Aides,Home Health and Personal Care Aides,35000,14.13,29400,13.0,27048,19110,23520,36750,44100,2021,2025-06-27 19:46:17.051237,Low-Middle,Low Cost
5500000,Wisconsin State,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,45000,12.5,26000,11.5,23920,16900,20800,32500,39000,2021,2025-06-27 19:46:17.051249,Low,Low Cost
5500000,Wisconsin State,35-3031,Waiters Waitresses,Waiters and Waitresses,52000,12.06,25080,11.09,23073,16302,20064,31350,37620,2021,2025-06-27 19:46:17.051258,Low,Low Cost
5500000,Wisconsin State,35-2014,Cooks Restaurant,"Cooks, Restaurant",28000,14.0,29120,12.88,26790,18928,23296,36400,43680,2021,2025-06-27 19:46:17.051267,Low-Middle,Low Cost
5500000,Wisconsin State,35-3011,Bartenders,Bartenders,15000,12.88,26780,11.85,24637,17407,21424,33475,40170,2021,2025-06-27 19:46:17.051278,Low,Low Cost
5500000,Wisconsin State,41-2031,Retail Salespersons,Retail Salespersons,85000,14.78,30749,13.6,28289,19987,24600,38437,46124,2021,2025-06-27 19:46:17.051289,Low-Middle,Low Cost
5500000,Wisconsin State,41-2011,Cashiers,Cashiers,95000,12.0,24960,11.04,22963,16224,19968,31200,37440,2021,2025-06-27 19:46:17.051298,Low,Low Cost
5500000,Wisconsin State,43-4051,Customer Service Reps,Customer Service Representatives,42000,17.65,36720,16.24,33782,23868,29376,45900,55080,2021,2025-06-27 19:46:17.051309,Low-Middle,Low Cost
5500000,Wisconsin State,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",8500,15.69,32640,14.44,30028,21216,26112,40800,48960,2021,2025-06-27 19:46:17.051318,Low-Middle,Low Cost
5500000,Wisconsin State,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,5500,19.37,40280,17.82,37057,26182,32224,50350,60420,2021,2025-06-27 19:46:17.051327,Low-Middle,Moderate Cost
5500000,Wisconsin State,39-9011,Childcare Workers,Childcare Workers,25000,13.06,27169,12.02,24996,17660,21736,33962,40754,2021,2025-06-27 19:46:17.051337,Low,Low Cost
5500000,Wisconsin State,47-2031,Carpenters,Carpenters,18000,25.75,53560,23.69,49275,34814,42848,66950,80340,2021,2025-06-27 19:46:17.051347,Middle,Moderate Cost
5500000,Wisconsin State,47-2111,Electricians,Electricians,12000,30.55,63549,28.11,58465,41307,50840,79437,95324,2021,2025-06-27 19:46:17.051356,Middle,Moderate Cost
5500000,Wisconsin State,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",8500,28.72,59740,26.42,54960,38831,47792,74675,89610,2021,2025-06-27 19:46:17.051365,Middle,Moderate Cost
5500000,Wisconsin State,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,14000,22.07,45900,20.3,42228,29835,36720,57375,68850,2021,2025-06-27 19:46:17.051375,Low-Middle,Moderate Cost
5500000,Wisconsin State,13-2011,Accountants,Accountants and Auditors,22000,33.51,69700,30.83,64124,45305,55760,87125,104550,2021,2025-06-27 19:46:17.051384,Middle,High Cost
5500000,Wisconsin State,15-1252,Software Developers,Software Developers,15000,43.11,89675,39.66,82501,58288,71740,112093,134512,2021,2025-06-27 19:46:17.051393,High,High Cost
5500000,Wisconsin State,13-1161,Marketing Specialists,Marketing Specialists,12000,28.72,59740,26.42,54960,38831,47792,74675,89610,2021,2025-06-27 19:46:17.051402,Middle,Moderate Cost
5500000,Wisconsin State,41-9022,Real Estate Agents,Real Estate Sales Agents,8000,25.37,52779,23.34,48557,34307,42224,65974,79169,2021,2025-06-27 19:46:17.051412,Middle,Moderate Cost
33340,Milwaukee Msa,11-1021,General Managers,General and Operations Managers,4200,52.69,109592,48.47,100824,71234,87673,136990,164388,2021,2025-06-27 19:46:17.051424,High,High Cost
33340,Milwaukee Msa,11-9051,Food Service Managers,Food Service Managers,1344,28.7,59696,26.4,54920,38802,47756,74620,89544,2021,2025-06-27 19:46:17.051434,Middle,Moderate Cost
33340,Milwaukee Msa,11-9081,Retail Managers,Retail Sales Managers,2016,26.36,54835,24.25,50448,35642,43868,68544,82252,2021,2025-06-27 19:46:17.051444,Middle,Moderate Cost
33340,Milwaukee Msa,11-9021,Construction Managers,Construction Managers,588,48.49,100850,44.61,92782,65552,80680,126063,151275,2021,2025-06-27 19:46:17.051455,High,High Cost
33340,Milwaukee Msa,29-1141,Registered Nurses,Registered Nurses,10920,40.88,85030,37.61,78227,55269,68024,106288,127545,2021,2025-06-27 19:46:17.051465,High,High Cost
33340,Milwaukee Msa,31-9092,Medical Assistants,Medical Assistants,3024,20.06,41731,18.46,38392,27125,33384,52164,62596,2021,2025-06-27 19:46:17.051474,Low-Middle,Moderate Cost
33340,Milwaukee Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5880,15.83,32928,14.56,30293,21403,26342,41160,49392,2021,2025-06-27 19:46:17.051483,Low-Middle,Low Cost
33340,Milwaukee Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,7560,14.0,29120,12.88,26790,18928,23296,36400,43680,2021,2025-06-27 19:46:17.051492,Low-Middle,Low Cost
33340,Milwaukee Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,8736,13.5,28089,12.42,25842,18258,22471,35112,42134,2021,2025-06-27 19:46:17.051502,Low-Middle,Low Cost
33340,Milwaukee Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4704,15.68,32614,14.43,30005,21199,26091,40768,48921,2021,2025-06-27 19:46:17.051511,Low-Middle,Low Cost
33340,Milwaukee Msa,35-3011,Bartenders,Bartenders,2520,14.42,29993,13.27,27594,19495,23994,37492,44990,2021,2025-06-27 19:46:17.051548,Low-Middle,Low Cost
33340,Milwaukee Msa,41-2031,Retail Salespersons,Retail Salespersons,14280,16.56,34440,15.23,31684,22386,27552,43050,51660,2021,2025-06-27 19:46:17.051558,Low-Middle,Low Cost
33340,Milwaukee Msa,41-2011,Cashiers,Cashiers,15960,13.44,27955,12.36,25718,18170,22364,34944,41932,2021,2025-06-27 19:46:17.051568,Low-Middle,Low Cost
33340,Milwaukee Msa,43-4051,Customer Service Reps,Customer Service Representatives,7056,19.77,41126,18.19,37836,26732,32901,51408,61689,2021,2025-06-27 19:46:17.051577,Low-Middle,Moderate Cost
33340,Milwaukee Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1428,17.58,36556,16.17,33632,23761,29245,45696,54835,2021,2025-06-27 19:46:17.051586,Low-Middle,Low Cost
33340,Milwaukee Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,924,21.69,45113,19.95,41504,29323,36090,56392,67670,2021,2025-06-27 19:46:17.051595,Low-Middle,Moderate Cost
33340,Milwaukee Msa,39-9011,Childcare Workers,Childcare Workers,4200,14.63,30430,13.46,27995,19779,24344,38038,45645,2021,2025-06-27 19:46:17.051606,Low-Middle,Low Cost
33340,Milwaukee Msa,47-2031,Carpenters,Carpenters,3024,28.84,59987,26.53,55188,38991,47989,74984,89980,2021,2025-06-27 19:46:17.051614,Middle,Moderate Cost
33340,Milwaukee Msa,47-2111,Electricians,Electricians,2016,34.22,71176,31.48,65481,46264,56940,88970,106764,2021,2025-06-27 19:46:17.051623,Middle,High Cost
33340,Milwaukee Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1428,32.17,66908,29.59,61556,43490,53527,83636,100363,2021,2025-06-27 19:46:17.051632,Middle,High Cost
33340,Milwaukee Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2352,24.72,51408,22.74,47295,33415,41126,64260,77112,2021,2025-06-27 19:46:17.051641,Middle,Moderate Cost
33340,Milwaukee Msa,13-2011,Accountants,Accountants and Auditors,3696,37.53,78064,34.53,71818,50741,62451,97580,117096,2021,2025-06-27 19:46:17.051650,Middle,High Cost
33340,Milwaukee Msa,15-1252,Software Developers,Software Developers,2520,48.29,100436,44.42,92401,65283,80348,125545,150654,2021,2025-06-27 19:46:17.051660,High,High Cost
33340,Milwaukee Msa,13-1161,Marketing Specialists,Marketing Specialists,2016,32.17,66908,29.59,61556,43490,53527,83636,100363,2021,2025-06-27 19:46:17.051670,Middle,High Cost
33340,Milwaukee Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1344,28.42,59113,26.15,54384,38423,47290,73892,88670,2021,2025-06-27 19:46:17.051680,Middle,Moderate Cost
31540,Madison Msa,11-1021,General Managers,General and Operations Managers,4050,50.81,105678,46.74,97223,68690,84542,132097,158517,2021,2025-06-27 19:46:17.051690,High,High Cost
31540,Madison Msa,11-9051,Food Service Managers,Food Service Managers,1296,27.67,57563,25.46,52958,37416,46051,71954,86345,2021,2025-06-27 19:46:17.051700,Middle,Moderate Cost
31540,Madison Msa,11-9081,Retail Managers,Retail Sales Managers,1944,25.42,52876,23.39,48646,34369,42301,66096,79315,2021,2025-06-27 19:46:17.051709,Middle,Moderate Cost
31540,Madison Msa,11-9021,Construction Managers,Construction Managers,567,46.75,97248,43.01,89468,63211,77798,121560,145872,2021,2025-06-27 19:46:17.051718,High,High Cost
31540,Madison Msa,29-1141,Registered Nurses,Registered Nurses,10530,39.42,81993,36.27,75434,53295,65594,102492,122990,2021,2025-06-27 19:46:17.051727,High,High Cost
31540,Madison Msa,31-9092,Medical Assistants,Medical Assistants,2916,19.35,40240,17.8,37021,26156,32192,50301,60361,2021,2025-06-27 19:46:17.051736,Low-Middle,Moderate Cost
31540,Madison Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5670,15.27,31752,14.04,29211,20638,25401,39690,47628,2021,2025-06-27 19:46:17.051745,Low-Middle,Low Cost
31540,Madison Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,7290,13.5,28080,12.42,25833,18252,22464,35100,42120,2021,2025-06-27 19:46:17.051754,Low-Middle,Low Cost
31540,Madison Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,8424,13.02,27086,11.98,24919,17606,21669,33858,40629,2021,2025-06-27 19:46:17.051763,Low,Low Cost
31540,Madison Msa,35-2014,Cooks Restaurant,"Cooks, Restaurant",4536,15.12,31449,13.91,28933,20442,25159,39312,47174,2021,2025-06-27 19:46:17.051771,Low-Middle,Low Cost
31540,Madison Msa,35-3011,Bartenders,Bartenders,2430,13.91,28922,12.79,26608,18799,23137,36153,43383,2021,2025-06-27 19:46:17.051780,Low-Middle,Low Cost
31540,Madison Msa,41-2031,Retail Salespersons,Retail Salespersons,13770,15.97,33210,14.69,30553,21586,26568,41512,49815,2021,2025-06-27 19:46:17.051790,Low-Middle,Low Cost
31540,Madison Msa,41-2011,Cashiers,Cashiers,15390,12.96,26956,11.92,24800,17521,21565,33696,40435,2021,2025-06-27 19:46:17.051799,Low,Low Cost
31540,Madison Msa,43-4051,Customer Service Reps,Customer Service Representatives,6804,19.07,39657,17.54,36484,25777,31726,49572,59486,2021,2025-06-27 19:46:17.051808,Low-Middle,Moderate Cost
31540,Madison Msa,39-5012,Hairdressers,"Hairdressers, Hairstylists, and Cosmetologists",1377,16.95,35251,15.59,32431,22913,28200,44064,52876,2021,2025-06-27 19:46:17.051816,Low-Middle,Low Cost
31540,Madison Msa,39-9031,Fitness Trainers,Fitness Trainers and Aerobics Instructors,891,20.91,43502,19.24,40022,28276,34801,54378,65253,2021,2025-06-27 19:46:17.051827,Low-Middle,Moderate Cost
31540,Madison Msa,39-9011,Childcare Workers,Childcare Workers,4050,14.11,29343,12.98,26996,19073,23474,36679,44015,2021,2025-06-27 19:46:17.051835,Low-Middle,Low Cost
31540,Madison Msa,47-2031,Carpenters,Carpenters,2916,27.81,57844,25.59,53217,37599,46275,72306,86767,2021,2025-06-27 19:46:17.051844,Middle,Moderate Cost
31540,Madison Msa,47-2111,Electricians,Electricians,1944,33.0,68634,30.36,63143,44612,54907,85792,102951,2021,2025-06-27 19:46:17.051853,Middle,High Cost
31540,Madison Msa,47-2152,Plumbers,"Plumbers, Pipefitters, and Steamfitters",1377,31.02,64519,28.54,59357,41937,51615,80649,96778,2021,2025-06-27 19:46:17.051862,Middle,Moderate Cost
31540,Madison Msa,49-3023,Automotive Technicians,Automotive Service Technicians and Mechanics,2268,23.83,49572,21.93,45606,32221,39657,61965,74358,2021,2025-06-27 19:46:17.051871,Middle,Moderate Cost
31540,Madison Msa,13-2011,Accountants,Accountants and Auditors,3564,36.19,75276,33.3,69253,48929,60220,94095,112914,2021,2025-06-27 19:46:17.051880,Middle,High Cost
31540,Madison Msa,15-1252,Software Developers,Software Developers,2430,46.56,96849,42.84,89101,62951,77479,121061,145273,2021,2025-06-27 19:46:17.051889,High,High Cost
31540,Madison Msa,13-1161,Marketing Specialists,Marketing Specialists,1944,31.02,64519,28.54,59357,41937,51615,80649,96778,2021,2025-06-27 19:46:17.051898,Middle,Moderate Cost
31540,Madison Msa,41-9022,Real Estate Agents,Real Estate Sales Agents,1296,27.4,57002,25.21,52442,37051,45601,71253,85503,2021,2025-06-27 19:46:17.051907,Middle,Moderate Cost
24580,Green Bay Msa,11-1021,General Managers,General and Operations Managers,3675,46.1,95893,42.41,88221,62330,76714,119866,143839,2021,2025-06-27 19:46:17.051917,High,High Cost
24580,Green Bay Msa,11-9051,Food Service Managers,Food Service Managers,1176,25.11,52233,23.1,48055,33952,41787,65292,78350,2021,2025-06-27 19:46:17.051926,Middle,Moderate Cost
24580,Green Bay Msa,11-9081,Retail Managers,Retail Sales Managers,1764,23.07,47980,21.22,44142,31187,38384,59975,71971,2021,2025-06-27 19:46:17.051936,Low-Middle,Moderate Cost
24580,Green Bay Msa,11-9021,Construction Managers,Construction Managers,514,42.43,88244,39.03,81184,57358,70595,110305,132366,2021,2025-06-27 19:46:17.051945,High,High Cost
24580,Green Bay Msa,29-1141,Registered Nurses,Registered Nurses,9555,35.77,74401,32.91,68449,48361,59521,93002,111602,2021,2025-06-27 19:46:17.051961,Middle,High Cost
24580,Green Bay Msa,31-9092,Medical Assistants,Medical Assistants,2646,17.56,36514,16.15,33593,23734,29211,45643,54772,2021,2025-06-27 19:46:17.051970,Low-Middle,Low Cost
24580,Green Bay Msa,31-1121,Home Health Aides,Home Health and Personal Care Aides,5145,13.85,28812,12.74,26507,18727,23049,36015,43218,2021,2025-06-27 19:46:17.051980,Low-Middle,Low Cost
24580,Green Bay Msa,35-3021,Food Prep Workers,Combined Food Preparation and Serving Workers,6615,12.25,25480,11.27,23441,16562,20384,31850,38220,2021,2025-06-27 19:46:17.051989,Low,Low Cost
24580,Green Bay Msa,35-3031,Waiters Waitresses,Waiters and Waitresses,7644,11.82,24578,10.87,22612,15975,19662,30722,36867,2021,2025-06-27 19:46:17.051997,Low,Low Cost
